cap-shape,cap-size,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,spore-hue,population,habitat,cals,fat,carbs,protein,label
knobbed,small,grooves,pink,bruises,anise,notched,close,broad,white,tapering,cup,silky,smooth,white,brown,partial,brown,two,sheathing,green,yellow,solitary,leaves,medium,low,high,medium,3
flat,large,fibrous,buff,bruises,musty,notched,crowded,narrow,white,enlarging,rooted,silky,fibrous,orange,brown,partial,brown,one,sheathing,chocolate,pink,solitary,woods,medium,medium,high,medium,2
knobbed,large,smooth,gray,bruises,fishy,notched,distant,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,none,pendant,white,white,clustered,woods,low,low,high,high,2
flat,large,fibrous,white,bruises,musty,free,distant,broad,white,enlarging,rhizomorphs,scaly,smooth,orange,white,universal,yellow,none,none,yellow,buff,scattered,paths,medium,low,high,low,1
sunken,large,scaly,pink,bruises,musty,free,distant,broad,yellow,tapering,bulbous,fibrous,silky,orange,brown,partial,orange,none,pendant,white,brown,scattered,paths,high,high,high,medium,1
convex,small,scaly,green,bruises,fishy,descending,distant,narrow,chocolate,tapering,rooted,silky,scaly,orange,buff,universal,orange,one,zone,white,cinnamon,abundant,woods,medium,high,medium,low,2
sunken,large,scaly,pink,no,spicy,descending,close,narrow,buff,tapering,club,scaly,scaly,buff,gray,universal,yellow,none,pendant,brown,cinnamon,numerous,leaves,low,medium,high,low,3
conical,medium,fibrous,white,bruises,musty,free,distant,broad,pink,tapering,bulbous,scaly,fibrous,orange,white,universal,brown,one,sheathing,white,cinnamon,numerous,grasses,high,medium,high,medium,0
knobbed,large,smooth,gray,bruises,musty,attached,close,broad,orange,tapering,missing,silky,silky,cinnamon,yellow,universal,yellow,one,zone,white,pink,several,leaves,low,high,high,high,3
conical,small,scaly,white,bruises,anise,notched,close,broad,pink,enlarging,rooted,scaly,fibrous,white,red,partial,brown,none,pendant,white,green,scattered,meadows,low,high,low,low,3
bell,medium,smooth,white,no,spicy,attached,close,narrow,white,enlarging,equal,smooth,smooth,orange,gray,universal,yellow,none,zone,purple,buff,abundant,waste,low,medium,medium,high,0
conical,small,scaly,green,bruises,musty,notched,distant,broad,brown,tapering,club,smooth,scaly,buff,buff,partial,brown,none,sheathing,green,white,clustered,waste,high,high,low,low,0
bell,large,grooves,red,bruises,fishy,descending,distant,narrow,black,enlarging,bulbous,fibrous,smooth,orange,yellow,universal,yellow,none,none,yellow,green,numerous,woods,low,medium,high,low,1
sunken,large,fibrous,white,bruises,almond,attached,crowded,narrow,brown,enlarging,rhizomorphs,smooth,silky,cinnamon,brown,universal,brown,one,none,chocolate,pink,scattered,urban,high,medium,high,medium,1
knobbed,large,scaly,yellow,no,spicy,free,distant,broad,yellow,tapering,equal,silky,smooth,white,cinnamon,partial,brown,two,sheathing,orange,buff,solitary,meadows,medium,low,medium,medium,1
bell,small,grooves,buff,no,anise,attached,distant,narrow,pink,enlarging,bulbous,smooth,fibrous,brown,buff,universal,orange,one,evanescent,buff,yellow,abundant,paths,low,medium,low,medium,0
bell,large,smooth,gray,no,anise,attached,crowded,narrow,pink,enlarging,rhizomorphs,scaly,fibrous,yellow,brown,partial,orange,one,none,purple,buff,clustered,paths,medium,high,high,medium,1
bell,medium,scaly,gray,bruises,musty,free,distant,broad,green,enlarging,rooted,silky,scaly,gray,cinnamon,partial,yellow,two,large,green,gray,several,woods,low,low,medium,high,2
convex,medium,grooves,brown,bruises,almond,descending,distant,narrow,yellow,tapering,rooted,silky,silky,yellow,orange,universal,yellow,one,none,black,red,clustered,urban,high,low,low,high,3
convex,medium,smooth,green,no,anise,descending,distant,broad,buff,enlarging,equal,silky,silky,white,cinnamon,universal,yellow,none,flaring,yellow,cinnamon,scattered,paths,high,low,high,high,1
bell,medium,smooth,brown,bruises,none,notched,crowded,narrow,pink,enlarging,missing,silky,silky,buff,yellow,partial,brown,two,large,yellow,purple,abundant,waste,medium,high,high,low,0
knobbed,large,grooves,red,no,creosote,attached,distant,broad,pink,tapering,missing,smooth,fibrous,cinnamon,gray,partial,brown,one,pendant,white,green,several,waste,medium,medium,high,medium,1
conical,small,smooth,brown,no,musty,attached,distant,broad,buff,enlarging,rooted,fibrous,silky,orange,brown,partial,brown,none,pendant,white,yellow,solitary,woods,medium,high,low,medium,2
bell,medium,scaly,purple,bruises,foul,attached,distant,narrow,brown,tapering,club,scaly,silky,orange,gray,partial,orange,none,large,black,cinnamon,solitary,leaves,medium,high,high,low,0
conical,small,grooves,white,no,fishy,attached,close,narrow,green,enlarging,rooted,silky,fibrous,white,cinnamon,universal,orange,none,pendant,white,white,abundant,grasses,high,low,high,low,0
convex,small,grooves,pink,bruises,creosote,attached,distant,narrow,purple,enlarging,cup,scaly,smooth,red,buff,universal,white,none,evanescent,orange,pink,scattered,meadows,high,high,low,high,3
convex,medium,fibrous,red,bruises,pungent,descending,distant,broad,gray,tapering,equal,silky,smooth,pink,pink,universal,white,two,flaring,chocolate,purple,scattered,urban,high,medium,low,low,2
knobbed,small,scaly,cinnamon,bruises,anise,attached,close,broad,chocolate,enlarging,rooted,scaly,fibrous,white,yellow,universal,yellow,two,none,brown,yellow,numerous,waste,low,medium,high,high,3
conical,medium,smooth,buff,no,foul,attached,distant,narrow,black,enlarging,equal,smooth,scaly,gray,brown,partial,white,one,zone,black,purple,numerous,meadows,low,high,high,low,2
flat,small,smooth,brown,no,almond,free,distant,narrow,red,tapering,bulbous,fibrous,silky,buff,brown,universal,orange,one,none,white,pink,clustered,woods,low,low,high,low,3
flat,medium,smooth,white,no,anise,descending,distant,broad,pink,enlarging,cup,silky,smooth,yellow,orange,universal,white,none,large,yellow,green,scattered,leaves,high,high,medium,medium,1
sunken,large,scaly,brown,bruises,none,descending,close,broad,pink,enlarging,rooted,scaly,smooth,white,white,universal,orange,none,zone,green,purple,abundant,urban,medium,medium,high,medium,0
sunken,medium,fibrous,white,bruises,almond,free,distant,narrow,yellow,enlarging,rhizomorphs,smooth,silky,cinnamon,brown,partial,orange,one,zone,green,red,solitary,meadows,low,high,high,low,1
conical,small,fibrous,red,bruises,almond,attached,crowded,broad,buff,enlarging,cup,smooth,fibrous,orange,gray,partial,orange,none,sheathing,green,brown,scattered,waste,medium,high,high,low,0
flat,small,smooth,white,bruises,foul,notched,distant,narrow,green,tapering,bulbous,smooth,silky,pink,orange,partial,yellow,none,none,green,yellow,clustered,grasses,high,high,low,high,0
convex,large,fibrous,yellow,bruises,none,descending,close,narrow,black,tapering,equal,scaly,scaly,yellow,white,universal,brown,none,evanescent,purple,yellow,clustered,leaves,low,high,medium,medium,2
flat,large,fibrous,white,no,spicy,attached,distant,broad,chocolate,tapering,missing,fibrous,fibrous,orange,yellow,partial,white,none,large,green,pink,clustered,leaves,high,medium,medium,low,3
sunken,medium,smooth,yellow,bruises,musty,free,close,narrow,gray,tapering,rooted,smooth,silky,buff,pink,partial,white,none,evanescent,white,cinnamon,scattered,woods,medium,high,medium,high,2
convex,large,scaly,gray,bruises,anise,free,distant,narrow,yellow,enlarging,rhizomorphs,fibrous,scaly,white,gray,partial,white,none,none,buff,red,clustered,grasses,low,low,medium,low,1
bell,small,scaly,white,bruises,fishy,free,crowded,narrow,black,enlarging,equal,scaly,fibrous,pink,orange,universal,orange,one,zone,black,purple,solitary,waste,high,medium,low,medium,0
conical,small,smooth,brown,bruises,fishy,attached,close,broad,pink,enlarging,bulbous,scaly,silky,cinnamon,yellow,universal,orange,one,none,purple,buff,abundant,meadows,medium,medium,medium,high,0
sunken,medium,scaly,yellow,no,musty,attached,close,broad,purple,tapering,rooted,silky,smooth,white,cinnamon,partial,white,two,sheathing,chocolate,green,abundant,leaves,low,low,medium,low,3
knobbed,large,scaly,red,bruises,spicy,free,crowded,broad,brown,tapering,rooted,fibrous,scaly,white,orange,partial,orange,two,none,white,green,scattered,woods,low,high,medium,low,2
sunken,small,smooth,pink,no,almond,attached,close,narrow,gray,tapering,rhizomorphs,silky,scaly,white,buff,universal,yellow,two,none,white,red,solitary,waste,high,high,low,high,3
flat,small,fibrous,gray,bruises,spicy,descending,distant,narrow,chocolate,tapering,missing,smooth,scaly,buff,orange,universal,orange,two,flaring,brown,white,solitary,leaves,low,medium,medium,high,3
knobbed,small,scaly,green,no,creosote,notched,crowded,narrow,yellow,tapering,rooted,smooth,smooth,yellow,pink,universal,white,one,evanescent,chocolate,gray,solitary,woods,low,low,low,high,2
bell,small,smooth,gray,no,musty,attached,crowded,broad,red,enlarging,cup,fibrous,scaly,pink,yellow,universal,brown,none,flaring,chocolate,buff,clustered,meadows,low,medium,high,medium,0
knobbed,small,smooth,purple,bruises,foul,free,close,narrow,gray,enlarging,rooted,silky,silky,red,gray,partial,yellow,one,sheathing,buff,yellow,scattered,woods,high,medium,low,medium,2
knobbed,medium,fibrous,green,no,creosote,attached,crowded,narrow,gray,enlarging,rhizomorphs,smooth,scaly,red,white,partial,brown,two,none,chocolate,brown,solitary,leaves,low,medium,high,medium,1
bell,large,smooth,red,bruises,almond,free,close,broad,orange,tapering,missing,smooth,scaly,cinnamon,pink,universal,white,two,pendant,brown,white,abundant,woods,medium,medium,high,medium,1
convex,medium,smooth,yellow,no,creosote,free,close,narrow,gray,enlarging,bulbous,silky,smooth,buff,yellow,partial,brown,none,none,chocolate,purple,abundant,meadows,low,low,low,high,1
knobbed,medium,scaly,buff,no,pungent,attached,distant,narrow,green,tapering,club,scaly,smooth,white,yellow,universal,white,one,large,white,buff,numerous,paths,medium,medium,low,high,1
bell,large,grooves,yellow,bruises,foul,descending,close,broad,chocolate,tapering,rooted,scaly,fibrous,cinnamon,red,universal,white,one,zone,yellow,brown,numerous,leaves,medium,medium,medium,low,0
bell,large,smooth,purple,no,anise,descending,distant,narrow,brown,enlarging,rhizomorphs,smooth,scaly,red,buff,universal,white,one,sheathing,purple,buff,several,meadows,medium,low,low,medium,2
knobbed,small,grooves,red,bruises,almond,free,crowded,broad,gray,tapering,rooted,smooth,silky,pink,brown,partial,white,none,flaring,white,red,clustered,meadows,high,medium,low,medium,1
flat,large,fibrous,buff,no,foul,free,crowded,broad,brown,enlarging,club,silky,smooth,yellow,orange,universal,orange,two,large,brown,purple,several,grasses,medium,medium,low,low,0
flat,large,scaly,purple,no,fishy,attached,close,broad,white,enlarging,rooted,smooth,fibrous,buff,buff,universal,white,one,none,brown,white,clustered,woods,low,high,high,medium,2
knobbed,medium,scaly,pink,no,anise,descending,distant,narrow,black,enlarging,club,scaly,fibrous,brown,cinnamon,partial,orange,two,flaring,black,purple,clustered,paths,low,low,high,low,0
bell,small,grooves,buff,no,creosote,descending,distant,broad,black,enlarging,equal,silky,smooth,gray,red,universal,white,none,sheathing,green,buff,solitary,grasses,medium,high,medium,low,3
convex,small,smooth,brown,no,none,attached,crowded,broad,chocolate,tapering,club,silky,scaly,yellow,pink,partial,yellow,none,evanescent,white,red,abundant,urban,low,low,high,low,3
convex,large,scaly,cinnamon,no,spicy,descending,close,narrow,buff,enlarging,rhizomorphs,fibrous,scaly,brown,brown,universal,white,two,none,black,white,scattered,urban,medium,medium,medium,high,1
sunken,small,grooves,gray,bruises,foul,notched,crowded,broad,yellow,enlarging,bulbous,scaly,scaly,pink,cinnamon,universal,orange,two,none,chocolate,cinnamon,abundant,paths,high,high,high,low,0
knobbed,small,grooves,pink,bruises,pungent,free,crowded,narrow,orange,enlarging,missing,scaly,scaly,red,orange,universal,yellow,one,none,black,buff,abundant,paths,medium,medium,low,high,0
sunken,large,smooth,cinnamon,bruises,none,free,crowded,broad,red,tapering,cup,silky,scaly,buff,yellow,partial,yellow,two,large,chocolate,red,solitary,waste,low,low,medium,medium,3
flat,medium,grooves,green,bruises,pungent,free,crowded,broad,green,tapering,club,smooth,fibrous,red,pink,universal,white,two,pendant,green,gray,solitary,leaves,medium,high,medium,medium,3
convex,medium,smooth,green,no,creosote,attached,crowded,broad,brown,enlarging,rhizomorphs,silky,silky,cinnamon,yellow,partial,yellow,two,none,green,purple,scattered,urban,medium,medium,medium,low,1
bell,large,smooth,cinnamon,no,fishy,attached,crowded,broad,black,tapering,rooted,smooth,silky,gray,orange,partial,orange,two,large,chocolate,red,several,woods,high,high,high,low,2
flat,large,fibrous,cinnamon,bruises,foul,notched,crowded,broad,yellow,enlarging,club,fibrous,silky,cinnamon,white,universal,orange,one,flaring,orange,red,scattered,waste,medium,high,low,medium,0
bell,large,scaly,yellow,bruises,musty,notched,crowded,broad,brown,enlarging,rhizomorphs,silky,silky,buff,gray,universal,white,one,evanescent,white,red,solitary,paths,low,low,medium,low,0
sunken,large,smooth,brown,bruises,none,notched,close,broad,purple,tapering,rhizomorphs,fibrous,scaly,red,brown,universal,yellow,two,sheathing,green,buff,several,urban,medium,low,high,medium,3
convex,small,grooves,white,no,anise,descending,crowded,broad,yellow,enlarging,rooted,silky,fibrous,cinnamon,orange,universal,white,two,large,orange,brown,clustered,leaves,high,low,medium,medium,0
bell,small,grooves,brown,no,musty,attached,distant,narrow,chocolate,tapering,rooted,fibrous,smooth,buff,white,universal,white,two,zone,green,purple,numerous,paths,low,low,high,high,0
sunken,small,smooth,pink,bruises,none,attached,crowded,broad,black,tapering,bulbous,scaly,scaly,cinnamon,red,universal,orange,two,sheathing,yellow,gray,several,leaves,high,medium,medium,medium,2
knobbed,medium,smooth,brown,bruises,pungent,free,close,narrow,green,enlarging,rhizomorphs,silky,fibrous,gray,buff,universal,yellow,one,none,chocolate,yellow,abundant,paths,medium,low,medium,low,0
bell,large,grooves,red,bruises,foul,notched,crowded,broad,red,enlarging,club,scaly,silky,gray,gray,universal,yellow,two,pendant,black,yellow,abundant,leaves,high,medium,low,medium,0
flat,medium,fibrous,red,no,pungent,free,crowded,narrow,buff,tapering,rhizomorphs,scaly,fibrous,cinnamon,yellow,partial,brown,two,sheathing,brown,cinnamon,clustered,meadows,high,low,high,medium,1
flat,medium,smooth,white,no,none,free,distant,broad,gray,tapering,equal,scaly,smooth,buff,pink,universal,orange,one,pendant,black,pink,solitary,waste,low,low,medium,medium,3
flat,small,smooth,white,no,almond,free,crowded,broad,brown,enlarging,rhizomorphs,smooth,smooth,pink,white,universal,yellow,two,large,buff,cinnamon,clustered,woods,medium,low,high,medium,1
conical,medium,smooth,gray,no,musty,notched,close,broad,brown,enlarging,club,scaly,scaly,red,orange,partial,white,none,sheathing,orange,red,several,paths,high,low,high,medium,2
sunken,small,grooves,green,bruises,fishy,notched,crowded,broad,pink,tapering,cup,silky,scaly,yellow,buff,universal,yellow,one,sheathing,buff,brown,solitary,meadows,high,low,low,medium,3
convex,medium,scaly,buff,no,anise,notched,crowded,narrow,chocolate,enlarging,missing,fibrous,silky,brown,orange,universal,brown,two,none,white,yellow,solitary,paths,high,medium,high,low,3
bell,small,fibrous,red,no,spicy,attached,crowded,narrow,white,enlarging,rhizomorphs,fibrous,silky,pink,gray,partial,yellow,one,none,black,pink,numerous,grasses,medium,medium,high,high,1
bell,small,grooves,yellow,bruises,anise,descending,distant,broad,chocolate,enlarging,rhizomorphs,silky,silky,yellow,yellow,universal,yellow,one,flaring,black,brown,solitary,leaves,high,medium,medium,low,3
sunken,small,fibrous,white,no,almond,notched,close,narrow,white,tapering,rhizomorphs,scaly,smooth,gray,yellow,partial,brown,none,zone,yellow,brown,abundant,waste,medium,medium,high,low,0
flat,small,smooth,cinnamon,bruises,musty,free,close,narrow,pink,tapering,club,scaly,scaly,white,gray,partial,brown,none,evanescent,green,white,abundant,leaves,low,medium,medium,medium,3
convex,medium,fibrous,red,no,musty,free,distant,broad,pink,tapering,rhizomorphs,fibrous,scaly,red,yellow,universal,brown,none,zone,white,cinnamon,numerous,woods,medium,medium,low,low,1
sunken,small,fibrous,brown,bruises,fishy,descending,close,broad,brown,tapering,equal,silky,smooth,buff,orange,partial,white,two,pendant,buff,green,scattered,paths,low,high,medium,high,3
conical,medium,fibrous,yellow,no,fishy,free,crowded,broad,orange,enlarging,rooted,smooth,fibrous,buff,red,partial,orange,one,none,orange,white,abundant,woods,medium,low,medium,high,2
flat,small,fibrous,brown,no,foul,attached,crowded,narrow,black,enlarging,rooted,scaly,smooth,orange,gray,universal,brown,two,flaring,black,white,clustered,grasses,medium,medium,medium,medium,0
